country_name,country_code,indicator_status,year,financial_normalized_final,financial_rank
Malta,MLT,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.36407968,68
"St. Lucia",LCA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy | Interest Rate: High Cost",2020,0.36350546,69
Belgium,BEL,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.36237321,70
Albania,ALB,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2020,0.36187576,71
Indonesia,IDN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2020,0.36132872,72
"Egypt, Arab Rep.",EGY,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2020,0.36105430,73
"Brunei Darussalam",BRN,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable",2020,0.36018617,74
Greece,GRC,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.36017081,75
Belize,BLZ,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Weak Economy | Inflation: Price Stable",2020,0.35936128,76
Guatemala,GTM,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable",2020,0.35822457,77
"Trinidad and Tobago",TTO,"GDP: Weak Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost",2020,0.35807700,78
Botswana,BWA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Weak Economy",2020,0.35774162,79
"Other small states",OSS,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.35723299,80
Uzbekistan,UZB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2020,0.35563476,81
Nicaragua,NIC,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2020,0.35415934,82
Mexico,MEX,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Weak Economy",2020,0.35369664,83
"Slovak Republic",SVK,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.35224832,84
Romania,ROU,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2020,0.34861664,85
"Small states",SST,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.34819946,86
Estonia,EST,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.34801063,87
"Antigua and Barbuda",ATG,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Interest Rate: High Cost | Inflation: Price Stable",2020,0.34794632,88
Dominica,DMA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Weak Economy",2020,0.34732743,89
"Europe & Central Asia (excluding high income)",ECA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.34414597,90
Uruguay,URY,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Weak Economy | Inflation: Price Stable",2020,0.34222922,91
"Dominican Republic",DOM,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable | Interest Rate: High Cost",2020,0.34138215,92
Moldova,MDA,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Weak Economy",2020,0.34111261,93
"El Salvador",SLV,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.34042294,94
Tunisia,TUN,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.33888808,95
Mozambique,MOZ,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy",2020,0.33769569,96
Rwanda,RWA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost",2020,0.33724295,97
Paraguay,PRY,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.33537370,98
Bolivia,BOL,"GDP: Weak Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2020,0.33448095,99
Algeria,DZA,"GDP: Weak Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.33269265,100
Lesotho,LSO,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable | Interest Rate: High Cost",2020,0.33166459,101
Croatia,HRV,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.33055217,102
Poland,POL,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.32991293,103
Ireland,IRL,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2020,0.32874778,104
Belarus,BLR,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy",2020,0.32819154,105
"Latin America & the Caribbean (IDA & IBRD countries)",TLA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.32729092,106
"Latin America & Caribbean",LCN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.32724111,107
Kosovo,XKX,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.32680107,108
Serbia,SRB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.32492465,109
"Central Europe and the Baltics",CEB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.32293244,110
"Latin America & Caribbean (excluding high income)",LAC,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.32066195,111
Switzerland,CHE,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2020,0.32017351,112
Angola,AGO,"Inflation: Price Stable | GDP: Weak Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak",2020,0.31865553,113
Slovenia,SVN,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.31845448,114
Lithuania,LTU,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2020,0.31832123,115
Philippines,PHL,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.31688728,116
"Sierra Leone",SLE,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost",2020,0.31644088,117
"Caribbean small states",CSS,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.31629808,118
Ukraine,UKR,"Interest Rate: High Cost | Inflation: Price Stable",2020,0.31481753,119
Ecuador,ECU,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Inflation: Price Stable",2020,0.31436018,120
"West Bank and Gaza",PSE,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.31420250,121
"Burkina Faso",BFA,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2020,0.31084787,122
"South Africa",ZAF,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Weak Economy",2020,0.31071865,123
Senegal,SEN,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2020,0.30994693,124
Togo,TGO,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.30875764,125
Latvia,LVA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.30733977,126
Malawi,MWI,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2020,0.30721487,127
Namibia,NAM,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Weak Economy",2020,0.30558600,128
Maldives,MDV,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Weak Economy",2020,0.30538220,129
"Solomon Islands",SLB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.30345929,130
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.30278179,131
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.30206770,132
Djibouti,DJI,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2020,0.29842562,133
"Cote d'Ivoire",CIV,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.29621175,134
Benin,BEN,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.29618248,135
Mali,MLI,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable",2020,0.29455465,136
Kazakhstan,KAZ,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.29430048,137
Seychelles,SYC,"Interest Rate: High Cost | GDP: Weak Economy | Inflation: Price Stable",2020,0.29401994,138
Uganda,UGA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.29213166,139
Guinea-Bissau,GNB,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.29196382,140
Niger,NER,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.29012834,141
Kuwait,KWT,"Interest Rate: High Cost | GDP: Weak Economy | Inflation: Price Stable",2020,0.28755194,142
Tanzania,TZA,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.28741298,143
Azerbaijan,AZE,"Interest Rate: High Cost | GDP: Weak Economy | Inflation: Price Stable",2020,0.28634221,144
Bhutan,BTN,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2020,0.28155785,145
Pakistan,PAK,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy",2020,0.28105321,146
Guinea,GIN,"GDP: Growing Economy | Inflation: Price Stable",2020,0.27793348,147
Ethiopia,ETH,"Inflation: Price Stable | GDP: Growing Economy",2020,0.27734712,148
"Viet Nam",VNM,"Inflation: Price Stable | GDP: Growing Economy",2020,0.27652279,149
"Bahamas, The",BHS,"Inflation: Price Stable | GDP: Weak Economy | Interest Rate: High Cost",2020,0.27435405,150
"Sao Tome and Principe",STP,"Inflation: Price Stable | GDP: Growing Economy",2020,0.27342099,151
"Central African Republic",CAF,"GDP: Growing Economy | Inflation: Price Stable",2020,0.27254383,152
"Cabo Verde",CPV,"Inflation: Price Stable | GDP: Weak Economy | Interest Rate: High Cost",2020,0.27119785,153
Cameroon,CMR,"GDP: Growing Economy | Inflation: Price Stable",2020,0.27078448,154
Comoros,COM,"Inflation: Price Stable | GDP: Growing Economy",2020,0.27035147,155
"Lao PDR",LAO,"Inflation: Price Stable | GDP: Growing Economy",2020,0.27032249,156
"Gambia, The",GMB,"Inflation: Price Stable | GDP: Growing Economy",2020,0.27021329,157
"New Zealand",NZL,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26974528,158
"Heavily indebted poor countries (HIPC)",HPC,"GDP: Growing Economy | Inflation: Price Stable",2020,0.26973923,159
"Iran, Islamic Rep.",IRN,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26968876,160
Mauritania,MRT,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26936963,161
"Least developed countries: UN classification",LDC,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26927545,162
Burundi,BDI,"GDP: Growing Economy | Inflation: Price Stable",2020,0.26903421,163
"IDA only",IDX,"GDP: Growing Economy | Inflation: Price Stable",2020,0.26875385,164
Ghana,GHA,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26851411,165
Chad,TCD,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26850876,166
Kenya,KEN,"GDP: Growing Economy | Inflation: Price Stable",2020,0.26842306,167
"Low income",LIC,"GDP: Growing Economy | Inflation: Price Stable",2020,0.26675099,168
Kiribati,KIR,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26674119,169
"Europe & Central Asia (IDA & IBRD countries)",TEC,"GDP: Growing Economy | Inflation: Price Stable",2020,0.26669549,170
Israel,ISR,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26666591,171
Gabon,GAB,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26634427,172
"IDA total",IDA,"Inflation: Price Stable | GDP: Growing Economy",2020,0.26559923,173
"Russian Federation",RUS,"Inflation: Price Stable",2020,0.26369467,174
Oman,OMN,"Inflation: Price Stable",2020,0.26345543,175
"IDA blend",IDB,"Inflation: Price Stable",2020,0.26270386,176
"Africa Eastern and Southern",AFE,"Inflation: Price Stable",2020,0.26260941,177
Singapore,SGP,"Inflation: Price Stable",2020,0.26236914,178
"Sub-Saharan Africa",SSF,"Inflation: Price Stable",2020,0.26232244,179
"Sub-Saharan Africa (IDA & IBRD countries)",TSS,"Inflation: Price Stable",2020,0.26232244,179
Haiti,HTI,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2020,0.26230293,181
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Inflation: Price Stable",2020,0.26228167,182
"Papua New Guinea",PNG,"Inflation: Price Stable",2020,0.26192227,183
"Africa Western and Central",AFW,"Inflation: Price Stable",2020,0.26153709,184
Germany,DEU,"Inflation: Price Stable | GDP: Weak Economy",2020,0.26151049,185
"Sub-Saharan Africa (excluding high income)",SSA,"Inflation: Price Stable",2020,0.26130478,186
"Saudi Arabia",SAU,"Inflation: Price Stable",2020,0.26103871,187
"Pre-demographic dividend",PRE,"GDP: Weak Economy | Inflation: Price Stable",2020,0.26037964,188
"Lower middle income",LMC,"Inflation: Price Stable | GDP: Weak Economy",2020,0.26004886,189
"Early-demographic dividend",EAR,"GDP: Weak Economy | Inflation: Price Stable",2020,0.26003905,190
Canada,CAN,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25918403,191
Mongolia,MNG,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25914712,192
Zambia,ZMB,"Inflation: Price Stable",2020,0.25864872,193
Bahrain,BHR,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25833422,194
"Arab World",ARB,"GDP: Weak Economy | Inflation: Price Stable",2020,0.25830356,195
"Equatorial Guinea",GNQ,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25821368,196
"Sri Lanka",LKA,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25807921,197
Liberia,LBR,"Inflation: Price Stable",2020,0.25773897,198
"South Asia",SAS,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25741081,199
"South Asia (IDA & IBRD)",TSA,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25741081,199
Iraq,IRQ,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.25722853,201
"Congo, Rep.",COG,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25592627,202
India,IND,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25521659,203
Morocco,MAR,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25423835,204
"Fragile and conflict affected situations",FCS,"Inflation: Price Stable | GDP: Weak Economy",2020,0.25286902,205
"United Arab Emirates",ARE,"GDP: Weak Economy | Inflation: Price Stable",2020,0.25181273,206
Nigeria,NGA,"GDP: Weak Economy | Inflation: Price Stable",2020,0.25131696,207
Peru,PER,"GDP: Weak Economy | Inflation: Price Stable",2020,0.24507191,208
Vanuatu,VUT,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Interest Rate: High Cost",2020,0.24413060,209
Tonga,TON,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable",2020,0.24251229,210
"Euro area",EMU,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy",2020,0.23927052,211
Panama,PAN,"GDP: Weak Economy | Inflation: Price Stable",2020,0.23049374,212
Libya,LBY,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy",2020,0.22859711,213
"St. Kitts and Nevis",KNA,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Weak Economy",2020,0.21320430,214
Suriname,SUR,"Private Credit: Weak | Private Credit: Weak | Interest Rate: Normal Cost | GDP: Weak Economy",2020,0.20104648,215
Eswatini,SWZ,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2020,0.19850402,216
"Kyrgyz Republic",KGZ,"Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy | Interest Rate: High Cost",2020,0.18671727,217
"South Sudan",SSD,"Inflation: Price Stable | Interest Rate: High Cost",2020,0.17436332,218
Argentina,ARG,"GDP: Weak Economy | Interest Rate: Normal Cost",2020,0.16973662,219
"San Marino",SMR,"Inflation: Price Stable",2020,0.14534667,220
Palau,PLW,"Inflation: Price Stable",2020,0.14521285,221
Afghanistan,AFG,"Inflation: Price Stable",2020,0.14315575,222
Turkmenistan,TKM,"GDP: Growing Economy",2020,0.13946496,223
Tajikistan,TJK,"GDP: Growing Economy",2020,0.13599568,224
Nauru,NRU,"GDP: Growing Economy",2020,0.12945031,225
Madagascar,MDG,"GDP: Weak Economy | Private Credit: Weak | Private Credit: Weak",2020,0.12786091,226
"Congo, Dem. Rep.",COD,"GDP: Growing Economy",2020,0.12762316,227
"Faroe Islands",FRO,"GDP: Growing Economy",2020,0.12202606,228
"Micronesia, Fed. Sts.",FSM,"GDP: Growing Economy",2020,0.12195667,229
"Somalia, Fed. Rep.",SOM,NULL,2020,0.11943566,230
"Marshall Islands",MHL,NULL,2020,0.11941254,231
Sudan,SDN,NULL,2020,0.11742348,232
"Puerto Rico (US)",PRI,"GDP: Weak Economy",2020,0.11615141,233
Lebanon,LBN,"Inflation: Price Stable",2020,0.11284986,234
Bermuda,BMU,"GDP: Weak Economy",2020,0.11002236,235
Zimbabwe,ZWE,"GDP: Weak Economy",2020,0.10773263,236
Myanmar,MMR,"GDP: Weak Economy",2020,0.10488783,237
"French Polynesia",PYF,"GDP: Weak Economy",2020,0.10137229,238
Cuba,CUB,"GDP: Weak Economy",2020,0.10049341,239
Andorra,AND,"GDP: Weak Economy",2020,0.09996145,240
Monaco,MCO,"GDP: Weak Economy",2020,0.09519698,241
"Sint Maarten (Dutch part)",SXM,"GDP: Weak Economy",2020,0.09501195,242
Barbados,BRB,"GDP: Weak Economy",2020,0.09260658,243
Curacao,CUW,"GDP: Weak Economy",2020,0.08317015,244
Aruba,ABW,"GDP: Weak Economy",2020,0.07054198,245
"Venezuela, RB",VEN,"GDP: Weak Economy",2020,0.05643358,246
"Turks and Caicos Islands",TCA,"GDP: Weak Economy",2020,0.04759849,247
"Hong Kong SAR, China",HKG,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Healthy | Private Credit: Healthy | Interest Rate: High Cost",2021,0.69838166,1
"North America",NAC,"GDP: Growing Economy | Private Credit: Healthy | Private Credit: Healthy | Inflation: Price Stable",2021,0.59404882,2
"United States",USA,"Inflation: Price Stable | Private Credit: Healthy | Private Credit: Healthy | GDP: Growing Economy",2021,0.59382342,3
China,CHN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Interest Rate: High Cost",2021,0.58820248,4
"Korea, Rep.",KOR,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average | Interest Rate: High Cost",2021,0.55948965,5
Thailand,THA,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Interest Rate: High Cost",2021,0.55692461,6
"Macao SAR, China",MAC,"GDP: Growing Economy | Private Credit: Healthy | Private Credit: Healthy | Interest Rate: High Cost",2021,0.55095554,7
Japan,JPN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2021,0.54827797,8
Norway,NOR,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average | Interest Rate: Normal Cost",2021,0.54342190,9
Qatar,QAT,"GDP: Growing Economy | Interest Rate: Normal Cost | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.51887096,10
"Post-demographic dividend",PST,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.51744293,11
"East Asia & Pacific",EAS,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.51517062,12
Malaysia,MYS,"Interest Rate: Normal Cost | Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2021,0.51268436,13
"East Asia & Pacific (IDA & IBRD countries)",TEA,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.51041458,14
"East Asia & Pacific (excluding high income)",EAP,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2021,0.51038017,15
"OECD members",OED,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.50469089,16
"High income",HIC,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2021,0.50385731,17
Fiji,FJI,"GDP: Weak Economy | Interest Rate: High Cost | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.50067624,18
Denmark,DNK,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Average | Private Credit: Average",2021,0.49942228,19
World,WLD,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average",2021,0.48195002,20
"Late-demographic dividend",LTE,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2021,0.47933576,21
"United Kingdom",GBR,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.47703650,22
Iceland,ISL,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.47550541,23
"Upper middle income",UMC,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.47343490,24
Sweden,SWE,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2021,0.47041964,25
Australia,AUS,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable",2021,0.46487271,26
Maldives,MDV,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.45605868,27
France,FRA,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2021,0.45179635,28
Italy,ITA,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.45036128,29
"Middle income",MIC,"Inflation: Price Stable | Private Credit: Average | Private Credit: Average | GDP: Growing Economy",2021,0.44723008,30
"IBRD only",IBD,"GDP: Growing Economy | Inflation: Price Stable",2021,0.44706290,31
Mauritius,MUS,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.44633861,32
"Low & middle income",LMY,"GDP: Growing Economy | Inflation: Price Stable",2021,0.44572446,33
Georgia,GEO,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.44538535,34
Chile,CHL,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.44489153,35
Cambodia,KHM,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable",2021,0.44411802,36
"St. Lucia",LCA,"Interest Rate: Normal Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.44411619,37
Jordan,JOR,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost",2021,0.44201303,38
"IDA & IBRD total",IBT,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.43777489,39
Honduras,HND,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.43407318,40
Samoa,WSM,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Weak Economy",2021,0.43396528,41
Montenegro,MNE,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.42682321,42
Luxembourg,LUX,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.42662449,43
Guyana,GUY,"Inflation: Price Stable | Interest Rate: Normal Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.42531494,44
Belize,BLZ,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.42234015,45
Nepal,NPL,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak",2021,0.42209396,46
Spain,ESP,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.41939825,47
Portugal,PRT,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.41809506,48
"Costa Rica",CRI,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.41800058,49
"Bosnia and Herzegovina",BIH,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.41763817,50
Armenia,ARM,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy",2021,0.41635833,51
Cyprus,CYP,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.41503098,52
Colombia,COL,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.41368141,53
Finland,FIN,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.41289841,54
Netherlands,NLD,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.41222414,55
Bulgaria,BGR,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: Normal Cost",2021,0.41208066,56
Brazil,BRA,"Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.41113234,57
"North Macedonia",MKD,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.41095749,58
Grenada,GRD,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.41095636,59
"Europe & Central Asia",ECS,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak",2021,0.40861405,60
Austria,AUT,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable",2021,0.40788980,61
Czechia,CZE,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy",2021,0.40634903,62
